1	39670.0	41448.0
2	37327.0	38720.0
3	34895.0	35768.0
4	37898.75	34614.0
5	37321.75	34247.5
6	35257.75	34247.5
7	33798.0	31287.0
8	32102.0	29286.0
9	37508.75	28918.0
10	37508.75	29196.5
11	35900.25	29196.5
12	34507.25	26903.0
13	33252.0	24166.0
14	34460.0	23380.0
15	34251.0	22655.0
16	33113.0	22655.0
17	31975.0	20286.0
18	31035.0	18450.0
19	36441.75	18082.0
20	36441.75	18266.0
21	35240.25	15529.0
22	34300.25	13235.5
23	37304.0	11765.0
24	36828.0	9580.0
25	36828.0	9238.0
26	36352.0	6501.0
27	40557.25	5765.0
28	40319.25	3330.0
29	40081.25	225.0
30	40081.25	0.0
31	40081.25	0.0
